NumeroEstudiante;RUN;Cohorte;Bloqueo;Causal_Bloqueo;Ultima_carga;Fecha_logro;Logro
634539;15331487;2009-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2010-02;2010-01;1 SEMESTRE
423819;19719637;2008-01;S;ALUMNO LICENCIADO;2013-02;2013-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
457735;10790566;2016-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
384144;14085423;2005-01;N;Sin Bloqueo;2009-02;2009-02;10 SEMESTRE - EGRESO
382638;18699008;2004-01;S;ALUMNO CON DEUDA MOROSA;2005-01;2004-02;PRIMER AÑO
400081;8048257;2004-01;S;ALUMNO CON DEUDA MOROSA;2007-01;2007-01;1 SEMESTRE
591189;11533381;2005-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
604600;14078314;2004-01;S;ALUMNO EGRESADO;2008-02;2006-02;SEGUNDO AÑO
568763;10549394;2007-01;S;SUSPENSION DE ESTUDIOS;-;2007-01;INGRESO
471180;6377662;2005-01;S;BLOQUEO POR NO INSCRIPCION;2009-02;2009-02;10 SEMESTRE - EGRESO
370282;7927420;2005-01;S;ALUMNO LICENCIADO;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
505026;21474822;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2005-02;2005-01;INGRESO
653495;15851671;2008-01;S;BLOQUEO POR NO INSCRIPCION;2008-01;2008-01;INGRESO
519795;19538617;2017-01;N;Sin Bloqueo;2020-01;2017-01;INGRESO
467233;17344043;2010-01;S;CAMBIO DE PLAN O CARRERA;2010-02;2010-01;INGRESO
440873;15372600;2010-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2012-01;2011-01;INGRESO
475056;16686557;2006-01;S;ALUMNO(A) TITULADO(A);2011-02;2011-02;10 SEMESTRE- QUINTO AÑO - TITULO - ASISTENTE SOCIAL
413154;13681672;2005-01;S;SUSPENSION DE ESTUDIOS;-;2005-01;INGRESO
599202;21497621;2005-01;S;ALUMNO EGRESADO;2010-01;2010-01;10 SEMESTRE - EGRESO
514042;18523947;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
546231;21995192;2005-01;S;CAMBIO DE PLAN O CARRERA;2010-01;2008-01;6 SEMESTRE - BACHILLER
642938;23008787;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2011-02;2011-02;6 SEMESTRE - BACHILLER
424172;21232821;2005-01;S;ALUMNO EGRESADO;2010-01;2010-01;10 SEMESTRE - EGRESO
568446;4537496;2008-01;S;CAMBIO DE PLAN O CARRERA;2008-02;2008-02;3 SEMESTRE
480211;19295353;2008-01;N;Sin Bloqueo;2019-01;2019-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
498419;16991890;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-02;2006-01;INGRESO
422067;21545129;2007-01;N;Sin Bloqueo;2008-02;2007-01;INGRESO
598119;19526060;2005-01;N;Sin Bloqueo;2014-02;2014-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
522619;21106486;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-02;2006-01;INGRESO
436064;24788938;2005-01;S;ALUMNO CON DEUDA MOROSA;2008-01;2007-01;3 SEMESTRE
617135;12482276;2006-01;S;BLOQUEO FINANCIERO DESERTOR CAE;2009-01;2008-02;3 SEMESTRE
600067;11305934;2005-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
532295;10989538;2014-01;S;ALUMNO CON DEUDA MOROSA;2014-01;2014-01;INGRESO
651252;14589912;2010-01;S;SUSPENSION DE ESTUDIOS;2010-01;2010-01;1 SEMESTRE
609080;7431831;2009-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
473439;20443455;2006-01;S;ALUMNO CON DEUDA MOROSA;2008-01;2006-02;1 SEMESTRE
563013;16946786;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
625007;10983665;2005-01;S;ALUMNO EGRESADO;2010-01;2010-01;10 SEMESTRE - EGRESO
558889;24573347;2008-01;S;ALUMNO CON DEUDA MOROSA;2008-02;2008-02;1 SEMESTRE
603716;9332315;2011-01;S;BLOQUEO POR NO INSCRIPCION;2016-02;2016-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
400553;21385593;2004-01;S;CAMBIO DE PLAN O CARRERA;2007-02;2005-02;PRIMER AÑO
439538;7814909;2004-01;S;BLOQUEO POR NO INSCRIPCION;2008-01;2008-01;INGRESO
452490;22776667;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-02;2006-01;INGRESO
593983;17624699;2008-02;S;BLOQUEO POR NO INSCRIPCION;2008-02;2008-02;INGRESO
371016;6519150;2012-01;N;Sin Bloqueo;2018-01;2018-01;10 SEMESTRE - EGRESO
566012;9578193;2005-01;S;ALUMNO CON DEUDA MOROSA;2009-02;2009-02;10 SEMESTRE - EGRESO
620791;19528011;2007-01;S;RENUNCIA FINANCIERA;-;2007-01;INGRESO
629813;4912657;2011-01;N;Sin Bloqueo;2011-01;2011-01;INGRESO
602281;11462657;2022-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
577248;6024322;2005-01;N;Sin Bloqueo;2023-02;2023-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
547230;18218086;2008-01;N;Sin Bloqueo;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
612457;7569165;2010-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2016-02;2016-01;4 SEMESTRE
600196;21239970;2021-01;N;Sin Bloqueo;2024-02;2024-01;5 SEMESTRE
584050;22166664;2006-01;S;ALUMNO CON DEUDA MOROSA;2012-01;2006-01;INGRESO
367129;17023227;2009-01;S;ALUMNO LICENCIADO;2016-02;2016-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
436675;17884258;2005-01;S;ALUMNO LICENCIADO;2009-01;2009-01;QUINTO AÑO- EGRESO
532084;10373073;2005-01;S;ALUMNO EGRESADO;2010-01;2010-01;10 SEMESTRE - EGRESO
517764;20236873;2007-01;S;ALUMNO LICENCIADO;2014-01;2014-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
470577;13408370;2004-01;N;Sin Bloqueo;2009-02;2009-02;QUINTO AÑO- EGRESO
593143;8771751;2008-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2009-02;2008-01;INGRESO
629591;8334253;2008-02;S;BLOQUEO ADMINISTRATIVO;2014-01;2014-01;10 SEMESTRE - EGRESO
402954;10343175;2004-01;N;Sin Bloqueo;2014-02;2014-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
559261;20686149;2005-01;S;CAMBIO DE PLAN O CARRERA;2010-02;2010-02;4 SEMESTRE
625932;13880233;2005-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
604513;15053269;2004-01;N;Sin Bloqueo;2008-02;2006-02;SEGUNDO AÑO
435537;15581860;2004-01;S;ALUMNO CON DEUDA MOROSA;2004-02;2004-01;INGRESO
539297;25264232;2004-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2016-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
367626;13029690;2004-01;S;ALUMNO EGRESADO;2008-01;2006-01;SEGUNDO AÑO
583495;14404691;2008-02;S;BLOQUEO POR NO INSCRIPCION;2008-02;2008-02;INGRESO
445517;20096479;2004-01;S;ALUMNO CON DEUDA MOROSA;2004-02;2004-01;INGRESO
523480;13147953;2004-01;S;ALUMNO EGRESADO;2008-01;2006-01;SEGUNDO AÑO
511560;22711816;2004-01;S;ALUMNO EGRESADO;2008-02;2006-01;SEGUNDO AÑO
436054;25054399;2005-01;S;CAMBIO DE PLAN O CARRERA;2010-02;2010-02;6 SEMESTRE - BACHILLER
527888;17211168;2005-01;S;ALUMNO EGRESADO;2011-01;2011-01;10 SEMESTRE - EGRESO
402543;20681101;2004-01;S;ALUMNO CON DEUDA MOROSA;-;2004-01;INGRESO
651263;10304138;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
650215;17872402;2005-01;S;CAMBIO DE PLAN O CARRERA;2006-02;2006-02;3 SEMESTRE
459575;11566439;2005-01;S;ALUMNO LICENCIADO;2010-01;2010-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
602765;7746242;2007-01;S;ALUMNO LICENCIADO;2017-02;2017-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
449105;9589912;2005-01;S;SUSPENSION DE ESTUDIOS;2005-01;2005-01;INGRESO
533661;8397816;2016-01;N;Sin Bloqueo;2020-02;2020-02;10 SEMESTRE - EGRESO
597075;11685944;2005-01;S;CAMBIO DE PLAN O CARRERA;2009-02;2009-02;9 SEMESTRE
587733;13006575;2005-01;S;ALUMNO EGRESADO;2010-01;2010-01;10 SEMESTRE - EGRESO
507396;22241521;2006-01;S;ALUMNO EGRESADO;2011-01;2011-01;10 SEMESTRE - EGRESO
648733;13988525;2011-01;N;Sin Bloqueo;2019-01;2019-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
548156;6569069;2005-01;S;ALUMNO CON DEUDA MOROSA;2008-01;2006-02;4 SEMESTRE
622992;14936105;2005-01;S;ALUMNO CON DEUDA MOROSA;2008-02;2008-02;4 SEMESTRE
489792;7432111;2007-01;S;ALUMNO CON DEUDA MOROSA;2008-01;2007-01;INGRESO
486385;10090700;2006-01;S;CAMBIO DE PLAN O CARRERA;2006-01;2006-01;INGRESO
587024;14269626;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
545625;4447413;2007-01;N;Sin Bloqueo;2014-02;2014-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
557011;10555774;2005-01;S;SUSPENSION DE ESTUDIOS;2008-01;2007-01;3 SEMESTRE
374339;18374402;2006-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
476417;7403275;2006-01;S;BLOQUEO POR NO INSCRIPCION;-;2006-01;INGRESO
544793;6633900;2007-01;S;BLOQUEO POR NO INSCRIPCION;2009-02;2009-02;9 SEMESTRE
542599;15104431;2007-01;N;Sin Bloqueo;2010-01;2010-01;6 SEMESTRE - BACHILLER
379985;20462209;2010-01;N;Sin Bloqueo;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
437047;4898234;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2008-02;2007-01;3 SEMESTRE
410016;15521946;2005-01;S;BLOQUEO POR NO INSCRIPCION;2007-01;2005-01;INGRESO
555337;7273419;2006-01;S;ALUMNO EGRESADO;2011-01;2011-01;10 SEMESTRE - EGRESO
606011;20902069;2005-01;S;ALUMNO EGRESADO;2010-02;2010-02;10 SEMESTRE - EGRESO
598061;7571206;2005-01;S;BLOQUEO POR NO INSCRIPCION;2008-02;2007-02;3 SEMESTRE
478766;14064385;2007-01;S;ALUMNO CON DEUDA MOROSA;2010-02;2010-01;2 SEMESTRE
516445;7320608;2010-01;S;ALUMNO LICENCIADO;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
586556;9040571;2006-01;S;RENUNCIA FINANCIERA;-;2006-01;INGRESO
447621;23835289;2006-01;S;ALUMNO LICENCIADO;2014-01;2014-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
405470;12237428;2011-01;S;ALUMNO CON DEUDA MOROSA;2012-02;2012-02;1 SEMESTRE
602658;21430449;2006-01;N;Sin Bloqueo;2011-01;2011-01;10 SEMESTRE - EGRESO
494541;10836196;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-01;2006-01;INGRESO
610441;19822053;2006-01;S;CAMBIO DE PLAN O CARRERA;2011-01;2010-02;7 SEMESTRE
384172;9089095;2006-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
598029;25929348;2006-01;S;ALUMNO(A) TITULADO(A);2012-02;2012-02;10 SEMESTRE- QUINTO AÑO - TITULO - TRABAJADOR SOCIAL
446170;9340154;2009-01;S;ALUMNO LICENCIADO;2017-02;2017-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
549237;20889335;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2006-02;2005-01;INGRESO
373135;16830911;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2005-02;2005-01;INGRESO
620549;18289836;2006-01;S;ALUMNO LICENCIADO;2010-02;2010-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
470558;23184311;2006-01;S;CAMBIO DE PLAN O CARRERA;2009-02;2009-01;3 SEMESTRE
522607;23903684;2006-01;N;Sin Bloqueo;2019-01;2019-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
631016;5339817;2005-01;S;ALUMNO CON DEUDA MOROSA;2005-02;2005-01;INGRESO
442485;24709560;2006-01;S;ALUMNO EGRESADO;2010-02;2010-02;10 SEMESTRE - EGRESO
633088;12687369;2005-01;S;ALUMNO LICENCIADO;2012-01;2012-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
615610;17203705;2006-01;S;ALUMNO EGRESADO;2010-02;2010-02;10 SEMESTRE - EGRESO
455216;18981820;2005-01;S;ALUMNO LICENCIADO;2017-02;2017-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
607388;21739748;2010-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
416767;18686650;2003-01;S;BLOQUEO POR NO INSCRIPCION;2003-02;2003-01;INGRESO
619092;5978642;2005-01;N;Sin Bloqueo;2010-01;2010-01;10 SEMESTRE - EGRESO
409001;19492639;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2005-01;2005-01;INGRESO
375544;19408873;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-01;2006-01;INGRESO
634331;8973890;2006-01;S;ALUMNO LICENCIADO;2010-02;2010-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
446313;4818087;2006-01;S;ALUMNO LICENCIADO;2014-02;2014-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
650794;12417071;2007-01;S;BLOQUEO POR NO INSCRIPCION;2007-02;2007-01;INGRESO
602373;16199228;2008-01;S;BLOQUEO POR NO INSCRIPCION;2008-02;2008-01;INGRESO
474019;15262399;2007-01;S;ALUMNO CON DEUDA MOROSA;2007-02;2007-02;1 SEMESTRE
443405;16781513;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2007-02;2006-01;INGRESO
616020;11137801;2005-01;S;BLOQUEO POR NO INSCRIPCION;2009-02;2009-01;9 SEMESTRE - QUINTO AÑO - MENCION EN PLANIFICACION SOCIAL
377715;8007826;2008-01;N;Sin Bloqueo;2018-02;2018-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
586101;19317132;2008-01;S;SUSPENSION DE ESTUDIOS;2009-01;2008-01;INGRESO
591767;16015460;2007-01;S;ALUMNO CON DEUDA MOROSA;-;2007-01;INGRESO
562510;22288259;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2009-01;2007-01;1 SEMESTRE
481039;14259487;2005-01;S;ALUMNO EGRESADO;2010-02;2010-02;10 SEMESTRE - EGRESO
384323;22462033;2006-01;S;ALUMNO EGRESADO;2010-02;2010-02;10 SEMESTRE - EGRESO
422350;16772899;2006-01;S;ALUMNO EGRESADO;2018-01;2018-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
446574;21467028;2006-01;S;BLOQUEO POR NO INSCRIPCION;-;2006-02;1 SEMESTRE
568786;12437869;2009-01;N;Sin Bloqueo;2022-01;2022-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
376386;25931081;2006-01;S;ALUMNO LICENCIADO;2010-02;2010-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
464768;20323888;2007-01;S;BLOQUEO POR NO INSCRIPCION;2010-02;2010-02;6 SEMESTRE - BACHILLER
446887;4231399;2007-01;N;Sin Bloqueo;2012-01;2012-01;10 SEMESTRE - EGRESO
443040;6389633;2007-01;S;ALUMNO CON DEUDA MOROSA;2007-02;2007-01;INGRESO
646887;21738574;2007-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2008-01;2008-01;1 SEMESTRE
571175;21264291;2009-01;S;BLOQUEO POR NO INSCRIPCION;2016-01;2012-01;2 AÑO
623376;15593140;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2008-02;2007-01;1 SEMESTRE
472312;18144489;2006-01;S;ALUMNO LICENCIADO;2011-01;2011-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
428040;23480615;2006-01;S;RENUNCIA FINANCIERA;-;2006-01;INGRESO
365398;15086572;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-02;2006-01;INGRESO
384687;21032576;2006-01;S;CAMBIO DE PLAN O CARRERA;2008-01;2008-01;5 SEMESTRE
565991;24250833;2006-01;S;BLOQUEO POR NO INSCRIPCION;2015-01;2015-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
645726;13976778;2007-01;S;RENUNCIA FINANCIERA;-;2007-01;INGRESO
548319;22168386;2006-01;S;ALUMNO CON DEUDA MOROSA;2007-02;2006-01;INGRESO
647208;22362767;2005-01;S;CAMBIO DE PLAN O CARRERA;2010-02;2010-02;7 SEMESTRE
633907;18455155;2005-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
420410;11687233;2014-01;N;Sin Bloqueo;2019-01;2019-01;10 SEMESTRE - EGRESO
464171;23130255;2009-01;N;Sin Bloqueo;2010-02;2009-02;1 SEMESTRE
616109;21114508;2005-01;S;SUSPENSION DE ESTUDIOS;-;2005-01;INGRESO
510056;25642293;2005-01;N;Sin Bloqueo;2010-02;2010-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
502663;6751013;2011-01;S;SUSPENSION DE ESTUDIOS;2011-01;2011-01;INGRESO
622393;4783159;2008-02;N;Sin Bloqueo;2008-02;2008-02;INGRESO
506399;20204779;2010-01;N;Sin Bloqueo;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
611399;16363810;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-01;2006-01;INGRESO
518559;21001118;2004-01;S;CAMBIO DE PLAN O CARRERA;2004-02;2004-01;INGRESO
572305;15632870;2004-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2005-02;2005-02;INGRESO
501248;23457400;2021-01;N;Sin Bloqueo;2024-02;2024-01;3 SEMESTRE
444003;23589557;2005-01;S;ALUMNO EGRESADO;2009-02;2009-02;10 SEMESTRE - EGRESO
568585;12514364;2008-02;S;BLOQUEO POR NO INSCRIPCION;2008-02;2008-02;INGRESO
431731;25171690;2011-01;S;RENUNCIA;2012-02;2011-01;INGRESO
488791;9278875;2011-01;S;ALUMNO CON DEUDA MOROSA;2014-01;2014-01;4 SEMESTRE
554014;8149812;2005-01;N;Sin Bloqueo;2009-02;2009-01;9 SEMESTRE - QUINTO AÑO - MENCION EN PLANIFICACION SOCIAL
523602;25704344;2006-01;S;ALUMNO CON DEUDA MOROSA;2006-02;2006-01;INGRESO
397970;5425507;2012-01;S;ALUMNO CON DEUDA MOROSA;2014-01;2013-01;2 SEMESTRE
483024;21617733;2005-01;N;Sin Bloqueo;2009-02;2009-02;10 SEMESTRE - EGRESO
629129;23253491;2005-01;S;SUSPENSION DE ESTUDIOS;2005-02;2005-01;INGRESO
547210;11182754;2005-01;S;CAMBIO DE PLAN O CARRERA;-;2005-01;INGRESO
386468;8190987;2006-01;S;CAMBIO DE PLAN O CARRERA;2010-01;2010-01;5 SEMESTRE
481650;9750483;2006-01;S;BLOQUEO FINANCIERO DESERTOR CAE;2010-02;2010-02;5 SEMESTRE
526031;8242810;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2006-01;2006-01;INGRESO
642351;22818909;2022-01;S;RENUNCIA;-;2022-01;INGRESO
580395;23017851;2014-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
639018;16111723;2007-01;S;ALUMNO LICENCIADO;2012-01;2012-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
533925;7679884;2007-01;S;CAMBIO DE PLAN O CARRERA;2011-02;2011-02;8 SEMESTRE
381284;21282861;2014-01;N;Sin Bloqueo;2023-01;2023-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
500727;25255381;2007-01;S;ALUMNO LICENCIADO;2015-02;2015-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
509753;6370084;2008-01;S;ALUMNO CON DEUDA MOROSA;2008-02;2008-01;INGRESO
598069;5317716;2005-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2008-02;2006-02;2 SEMESTRE
444267;7384949;2008-01;N;Sin Bloqueo;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
439885;15280554;2012-01;S;ALUMNO CON DEUDA MOROSA;-;2012-01;INGRESO
573970;7846404;2013-01;S;ALUMNO CON DEUDA MOROSA;2013-02;2013-01;INGRESO
564301;25639538;2013-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2017-02;2015-01;1 SEMESTRE
649310;14167274;2007-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2011-01;2011-01;1 SEMESTRE
619018;5968881;2005-01;N;Sin Bloqueo;2022-02;2022-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
483832;17892151;2012-01;S;ALUMNO CON DEUDA MOROSA;2012-02;2012-02;1 SEMESTRE
395269;14113903;2012-01;N;Sin Bloqueo;2022-01;2022-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
537300;4742796;2007-01;N;Sin Bloqueo;2018-02;2018-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
643318;21652638;2009-02;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2012-02;2010-02;1 SEMESTRE
525221;19502269;2006-01;N;Sin Bloqueo;2019-02;2019-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
521122;19632233;2020-01;N;Sin Bloqueo;2024-02;2023-02;8 SEMESTRE
495402;8468513;2014-01;S;ALUMNO CON DEUDA MOROSA;-;2014-01;INGRESO
620768;4415751;2011-01;S;ALUMNO CON DEUDA MOROSA;2011-01;2011-01;INGRESO
505211;11760421;2008-01;S;ALUMNO LICENCIADO;2012-02;2012-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
458024;4985416;2018-01;N;Sin Bloqueo;2018-02;2018-02;SEGUNDO SEMESTRE - GRADO LICENCIADO
397426;9129849;2010-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2011-02;2010-01;INGRESO
425072;9475100;2005-01;S;SUSPENSION DE ESTUDIOS;-;2005-01;INGRESO
377367;23898133;2013-01;S;ALUMNO EGRESADO;2018-02;2018-02;10 SEMESTRE - EGRESO
587078;4590562;2005-01;S;BLOQUEO POR NO INSCRIPCION;2005-01;2005-01;INGRESO
375363;11988291;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2007-02;2006-01;INGRESO
402061;22890637;2010-01;S;ALUMNO CON DEUDA MOROSA;2010-02;2010-02;1 SEMESTRE
425880;6464226;2010-01;S;ALUMNO EGRESADO;2015-02;2015-02;10 SEMESTRE - EGRESO
425341;17457896;2009-02;N;Sin Bloqueo;2017-01;2017-01;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
516188;24603374;2005-01;S;BLOQUEO POR NO INSCRIPCION;2009-02;2009-02;10 SEMESTRE - EGRESO
600595;7368300;2012-01;S;ALUMNO CON DEUDA MOROSA;2012-02;2012-01;INGRESO
535299;22903426;2012-01;S;ALUMNO CON DEUDA MOROSA;2013-01;2013-01;INGRESO
528237;24887291;2021-01;N;Sin Bloqueo;2021-01;2021-01;INGRESO
605506;4546016;2006-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS;2007-02;2006-01;INGRESO
537152;15513670;2008-01;S;ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO;2011-01;2008-01;INGRESO
575081;6850902;2012-01;N;Sin Bloqueo;2018-01;2018-01;10 SEMESTRE - EGRESO
649619;22809186;2009-01;S;ALUMNO CON DEUDA MOROSA;2009-01;2009-01;INGRESO
448214;9106042;2013-01;N;Sin Bloqueo;2021-02;2021-02;LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES
